such	107240	2156	8212.444200239266	<-- 26.253%
where	105737	10165	8097.344390159448	
should	105043	19122	8044.197837800571	
way	101506	7012	7773.334212882198	
because	100534	3330	7698.898407561118	<-- 43.253%
back	100139	9192	7668.649289143601	
how	99397	23056	7611.826894546645	
most	98187	2809	7519.165038128429	<-- 37.358%
get	96288	17687	7373.739529584468	
don	95551	48290	7317.300035220645	
down	94371	4671	7226.935580201228	
right	93356	7403	7149.206832875204	
our	93325	7049	7146.832851429778	
made	93304	6034	7145.22467045062	
re	92961	22459	7118.957714457687	
did	91924	27199	7039.544206105877	
work	91146	7293	6979.964929830363	
between	90808	1180	6954.080874070563	<-- 16.968%
much	90733	10484	6948.337370573567	
er	90431	20	6925.210196492326	<-- 0.289%
years	88933	4524	6810.493286645641	
many	88886	6495	6806.89402445419	
think	88865	42518	6805.285843475031	
year	88508	3565	6777.9467668293255	
being	88411	3617	6770.518502306543	
go	88101	23405	6746.778687852289	
even	87768	4160	6721.277532325624	
those	87060	2419	6667.058859313973	<-- 36.283%
got	86505	10224	6624.556933436196	
ve	86276	22164	6607.020102758699	
three	85137	7566	6519.795429650973	
before	85008	6312	6509.9166036361385	
yeah	83021	93	6357.752050989035	<-- 1.463%
good	82274	13720	6300.546756158946	
through	81475	2181	6239.359298904272	<-- 34.956%
us	81042	15199	6206.200138714944	
make	78874	7179	6040.174597628421	
last	75296	8114	5766.171190798356	
off	74495	5311	5704.830573450429	
still	72194	10775	5528.619886162565	
take	70699	8407	5414.1327164557615	
ll	69298	21704	5306.84407113186	
must	69113	5161	5292.676762505934	
own	69018	2937	5285.401658076405	
here	68111	19188	5215.943555786056	
under	67399	1419	5161.418562587899	<-- 27.492%
both	67375	5162	5159.5806414688595	
too	67213	8653	5147.174673915347	
say	67208	10247	5146.791773682214	
oh	66929	448	5125.4259406733845	<-- 8.741%
come	66785	9389	5114.398413959151	
day	66588	6761	5099.312144773706	
used	66282	5460	5075.878650505959	
mr	66170	833	5067.301685283776	<-- 16.439%
long	65080	6466	4983.829434460756	
going	64157	25540	4913.14605142438	
world	63777	2533	4884.045633706263	
old	63553	4553	4866.891703261899	
government	63142	487	4835.417304098356	<-- 10.072%
erm	63039	0	4827.529559295814	<-- 0.0%
little	62805	5081	4809.609828385183	
use	62804	2277	4809.533248338556	<-- 47.343%
same	61223	3618	4688.460194621863	
man	60898	3973	4663.571679468209	
each	60407	2786	4625.970876574536	
however	59699	336	4571.752203562886	<-- 7.349%
might	59262	8406	4538.286723187051	
another	59131	2398	4528.254737078963	
yes	58651	678	4491.496314698183	<-- 15.095%
life	57825	3667	4428.241196184591	
put	57715	5017	4419.8173910556625	
again	57435	7282	4398.374978000207	
part	56427	1106	4321.182291000569	<-- 25.595%
against	55207	1142	4227.754634116087	<-- 27.012%
want	55190	29463	4226.452773323434	
need	54842	14120	4199.802917097369	
while	54781	2941	4195.131534253144	
home	54226	9188	4152.629608375368	
thought	54013	21625	4136.318058443896	
per	53840	192	4123.06971037749	<-- 4.657%
never	53502	13930	4097.185654617691	
look	52470	5638	4018.155046499014	
house	51517	5598	3945.17426206384	
000	50706	460	3883.0678442496474	<-- 11.846%
end	50667	1343	3880.081222431209	<-- 34.613%
four	50459	723	3864.1525727328712	<-- 18.71%
does	50137	8197	3839.493797719098	
something	50114	8468	3837.7324566466855	
course	49377	508	3781.292962282863	<-- 13.435%
number	49026	1171	3754.4133659169174	<-- 31.19%
since	48980	2358	3750.890683772093	
why	48620	18352	3723.3218669865078	
place	48431	2420	3708.8482381740755	
away	48202	3656	3691.3114074965783	
great	48040	2555	3678.905439943065	
different	47608	1374	3645.8228598003634	<-- 37.687%
left	47458	5138	3634.3358528063695	
found	47385	3215	3628.745509402626	
really	46432	15484	3555.7647249674524	
local	46361	261	3550.327541656962	<-- 7.351%
children	45840	3753	3510.42933736449	
set	45791	879	3506.6769150797854	<-- 25.066%
went	45756	5846	3503.9966134478536	
within	45671	340	3497.4873094845907	<-- 9.721%
case	45622	680	3493.734887199886	<-- 19.463%
five	45607	1098	3492.5861865004867	<-- 31.438%
next	45270	5884	3466.778710787314	
without	44758	3664	3427.569726914482	
came	44716	3614	3424.3533649561637	
system	44618	495	3416.8485203867544	<-- 14.487%
always	44393	6395	3399.618009895764	
high	44196	1726	3384.531740710319	
small	44060	1351	3374.116854369098	<-- 40.04%
though	44000	929	3369.5220515715	<-- 27.571%
give	43981	5623	3368.067030685594	
didn	43813	44793	3355.2015828523213	
around	43495	3138	3330.8491280250546	
during	43476	900	3329.3941071391487	<-- 27.032%
few	43326	2771	3317.907100145155	
social	43099	250	3300.523429560911	<-- 7.575%
mean	43004	1277	3293.2483251313815	<-- 38.776%
second	42944	865	3288.653522333784	<-- 26.303%
although	42750	244	3273.796993288219	<-- 7.453%
group	42108	388	3224.632603353926	<-- 12.032%
rather	41782	1306	3199.667508153646	<-- 40.817%
party	41279	3612	3161.1477447004536	
given	41258	992	3159.5395637212946	<-- 31.397%
point	41010	841	3140.5477121578915	<-- 26.779%
find	40929	5264	3134.3447283811347	
things	40922	4425	3133.8086680547485	
general	40889	185	3131.28152651607	<-- 5.908%
far	40603	1602	3109.379633180855	
state	40213	327	3079.5134149964715	<-- 10.619%
company	40138	1225	3073.7699114994743	<-- 39.853%
until	40073	3140	3068.792208468744	
quite	39895	2582	3055.1609601692044	
public	39546	592	3028.4345238965125	<-- 19.548%
says	39231	7745	3004.3118092091254	
every	39157	4304	2998.644885758755	
less	39005	758	2987.0047186715083	<-- 25.377%
important	38999	1669	2986.5452383917486	
information	38797	639	2971.07606897317	<-- 21.507%
school	38762	5326	2968.3957673412383	
women	38437	837	2943.5072521875854	<-- 28.435%
cent	38436	25	2943.4306721409584	<-- 0.849%
later	38354	1580	2937.1511083175756	
national	38166	215	2922.75405955177	<-- 7.356%
half	37752	936	2891.049920248347	<-- 32.376%
help	37345	15914	2859.881841271311	
money	37326	7102	2858.426820385405	
men	37304	1100	2856.7420593596194	<-- 38.505%
once	37274	2115	2854.44465796082	
hand	37209	1679	2849.4669549300897	
often	37198	3938	2848.624574417197	
took	37176	3733	2846.939813391411	
head	36935	1206	2828.4840221543946	<-- 42.638%
london	36918	363	2827.1821613617417	<-- 12.84%
fact	36896	492	2825.497400335956	<-- 17.413%
full	36716	1055	2811.7129919431636	<-- 37.522%
seen	36363	3070	2784.680235483965	
british	36264	160	2777.098810867929	<-- 5.761%
night	36171	4315	2769.976866531653	
best	36089	3040	2763.69730270827	
example	36051	249	2760.787260936458	<-- 9.019%
water	36047	2570	2760.4809407499515	
further	35911	274	2750.0660544087305	<-- 9.963%
business	35889	1186	2748.381293382945	<-- 43.153%
large	35622	1028	2727.934420933636	<-- 37.684%
whether	35444	3725	2714.3031726340964	
told	35410	28727	2711.6994510487916	
better	35115	6612	2689.108337293937	
called	35075	2183	2686.045135428872	
area	34980	393	2678.7700309993425	<-- 14.671%
mm	34798	2	2664.832462513297	<-- 0.075%
order	34664	868	2654.5707362653293	<-- 32.698%
form	34634	312	2652.2733348665306	<-- 11.763%
taken	34590	836	2648.903812814959	<-- 31.56%
having	34341	2427	2629.8353812049295	
done	34318	9363	2628.074040132517	
family	34092	2108	2610.7669495948994	
side	34029	797	2605.9424066574225	<-- 30.584%
thing	33976	3316	2601.8836641862113	
yet	33962	4669	2600.8115435334385	
10	33843	381	2591.69851798487	<-- 14.701%
early	33818	2891	2589.784016819204	
face	33713	1466	2581.743111923409	
possible	33650	1392	2576.9185689859314	
let	33594	12024	2572.63008637484	
perhaps	33536	668	2568.1884436704963	<-- 26.011%
already	33279	5061	2548.5073716874535	
week	32951	4109	2523.3891163939206	
john	32734	8775	2506.7712462759428	
six	32712	666	2505.0864852501572	<-- 26.586%
power	32610	437	2497.2753204942414	<-- 17.499%
young	32424	2164	2483.0314318216892	
nothing	32346	3615	2477.0581881848125	
development	32245	87	2469.323603475523	<-- 3.523%
looked	32213	4008	2466.8730419834715	
days	32122	2422	2459.9042577404484	
round	32114	284	2459.2916173674353	<-- 11.548%
country	32025	1370	2452.4759932176657	
room	31916	4539	2444.1287681353638	
change	31745	2129	2431.033580162211	
council	31533	39	2414.798610277366	<-- 1.615%
service	31335	238	2399.6357610452947	<-- 9.918%
asked	31225	8111	2391.2119559163657	
working	31216	2351	2390.522735496726	
open	31210	1785	2390.0632552169664	
enough	31192	4231	2388.684814377687	
market	31175	282	2387.3829535850346	<-- 11.812%
support	30768	468	2356.2148746079984	<-- 19.862%
making	30659	1323	2347.867649525696	
war	30598	841	2343.196266681472	<-- 35.891%
political	30573	217	2341.2817655158065	<-- 9.268%
almost	30393	2644	2327.497357123014	
least	30364	1175	2325.2765357708417	
whole	30270	1256	2318.0780113879387	
together	30045	3490	2300.847500896948	
able	29889	7888	2288.9010136231946	
law	29857	609	2286.450452131143	<-- 26.635%
become	29728	1286	2276.571626116308	
members	29633	213	2269.2965216867788	<-- 9.386%
times	29519	2167	2260.5663963713437	
control	29366	551	2248.8496492374697	<-- 24.501%
tell	29087	16038	2227.4838162286414	
services	29060	56	2225.416154969723	<-- 2.516%
problem	29013	3556	2221.8168927782713	
himself	28961	5186	2217.8347303536866	
major	28898	271	2213.010187416209	<-- 12.246%
level	28791	200	2204.8161224271603	<-- 9.071%
particular	28775	185	2203.5908416811344	<-- 8.395%
court	28720	172	2199.37893911667	<-- 7.82%
lot	28031	7261	2146.6152869909256	
interest	27996	356	2143.934985358994	<-- 16.605%
doing	27935	17212	2139.2636025147694	
ever	27916	5631	2137.8085816288635	
words	27853	934	2132.984038691386	<-- 43.788%
known	27777	1336	2127.163955147763	
labour	27661	17	2118.2806697390743	<-- 0.803%
car	27641	6377	2116.749068806542	
others	27543	857	2109.2442242371326	<-- 40.631%
report	27535	770	2108.6315838641194	<-- 36.517%
top	27493	580	2105.4152219058014	<-- 27.548%
anything	27479	7758	2104.3431012530286	
mind	27448	2673	2101.969119807603	
looking	27418	3437	2099.6717184088043	
eyes	27418	1681	2099.6717184088043	
bit	27373	1703	2096.2256163106063	
held	27350	648	2094.4642752381937	<-- 30.939%
act	27326	373	2092.6263541191547	<-- 17.824%
towards	27253	230	2087.036010715411	<-- 11.02%
problems	27229	1261	2085.198089596372	
police	27217	1735	2084.2791290368527	
won	27181	10883	2081.5222473582944	
either	27157	1022	2079.6843262392554	<-- 49.142%
road	27116	699	2076.5445443275635	<-- 33.662%
available	27040	252	2070.7244607839402	<-- 12.17%
based	27029	197	2069.882080271047	<-- 9.517%
keep	26961	2951	2064.674637100437	
sort	26957	340	2064.3683169139304	<-- 16.47%
research	26902	209	2060.1564143494656	<-- 10.145%
policy	26752	175	2048.6694073554722	<-- 8.542%
am	26730	4229	2046.9846463296863	
following	26653	307	2041.0879827394363	<-- 15.041%
book	26556	3526	2033.6597182166536	
terms	26545	179	2032.8173377037608	<-- 8.806%
probably	26504	5944	2029.6775557920691	
show	26486	2026	2028.2991149527898	
means	26411	654	2022.555611455793	<-- 32.335%
international	26378	233	2020.0284699171143	<-- 11.534%
education	26297	273	2013.8254861403577	<-- 13.556%
line	26236	509	2009.1541032961336	<-- 25.334%
south	26219	229	2007.852242503481	<-- 11.405%
felt	26126	3111	2000.7302981672049	
today	26042	8880	1994.2975742505685	
britain	25963	93	1988.247750567065	<-- 4.677%
name	25876	2684	1981.5852865105487	
past	25861	746	1980.4365858111491	<-- 37.668%
question	25800	1678	1975.765202966925	
clear	25545	1100	1956.2372910771358	
present	25475	895	1950.876687813272	<-- 45.877%
white	25445	872	1948.5792864144732	<-- 44.751%
actually	25435	1676	1947.813485948207	
big	25428	2286	1947.2774256218206	
feel	25402	3469	1945.2863444095283	
saw	25268	4350	1935.0246181615605	
black	25256	812	1934.105657602041	<-- 41.983%
above	25235	367	1932.497476622882	<-- 18.991%
office	25216	1836	1931.042455736976	
view	25211	331	1930.659555503843	<-- 17.144%
mother	25168	2906	1927.366613498898	
north	25168	232	1927.366613498898	<-- 12.037%
health	25087	783	1921.1636297221414	<-- 40.757%
main	25032	301	1916.9517271576772	<-- 15.702%
person	25028	3074	1916.6454069711706	
body	25008	563	1915.1138060386381	<-- 29.398%
care	24992	3187	1913.888525292612	
million	24917	361	1908.1450217956153	<-- 18.919%
century	24569	213	1881.4951655695497	<-- 11.321%
child	24534	1421	1878.814863937618	
using	24505	423	1876.5940425854458	<-- 22.541%
months	24429	987	1870.7739590418223	
bnc	24315	0	1862.043833726387	<-- 0.0%
economic	24301	142	1860.9717130736142	<-- 7.63%
period	24279	132	1859.2869520478284	<-- 7.099%
hard	24135	3633	1848.2594253335944	
minister	24135	104	1848.2594253335944	<-- 5.627%
across	24064	721	1842.822242023104	<-- 39.125%
free	23996	1236	1837.6147988524935	
door	23985	2689	1836.7724183396008	
including	23979	105	1836.312938059841	<-- 5.718%
knew	23948	11401	1833.9389566144157	
voice	23925	615	1832.1776155420032	<-- 33.567%
centre	23887	62	1829.2675737701916	<-- 3.389%
west	23859	151	1827.123332464646	<-- 8.264%
run	23793	1219	1822.0690493872887	
sure	23792	8271	1821.9924693406622	
society	23753	208	1819.0058475222238	<-- 11.435%
light	23752	1027	1818.929267475597	
english	23751	2254	1818.8526874289705	
start	23749	1560	1818.6995273357172	
kind	23661	2832	1811.9604832325742	
city	23641	1238	1810.4288823000418	
university	23638	398	1810.199142160162	<-- 21.987%
england	23637	234	1810.1225621135352	<-- 12.927%
along	23497	1172	1799.4013555858078	
short	23481	855	1798.1760748397817	<-- 47.548%
subject	23453	347	1796.0318335342363	<-- 19.32%
several	23431	979	1794.3470725084505	
class	23396	1557	1791.6667708765185	
real	23362	1134	1789.0630492912132	
community	23332	152	1786.7656478924146	<-- 8.507%
effect	23310	144	1785.0808868666288	<-- 8.067%
areas	23291	123	1783.625865980723	<-- 6.896%
god	23291	670	1783.625865980723	<-- 37.564%
father	23243	3569	1779.950023742645	
itself	23226	231	1778.6481629499924	<-- 12.987%
turned	23141	1369	1772.1388589867292	
upon	23026	623	1763.3321536246674	<-- 35.331%
themselves	23016	2767	1762.5663531584012	
likely	23006	4034	1761.800552692135	
therefore	22977	74	1759.5797313399628	<-- 4.206%
position	22843	289	1749.318005091995	<-- 16.521%
love	22835	4657	1748.705364718982	
staff	22680	92	1736.835457491855	<-- 5.297%
process	22590	131	1729.9432532954588	<-- 7.573%
date	22572	557	1728.5648124561797	<-- 32.223%
job	22568	4436	1728.258492269673	
data	22539	155	1726.037670917501	<-- 8.98%
behind	22518	1336	1724.429489938342	
began	22453	1034	1719.4517869076112	
age	22425	1028	1717.3075456020658	
future	22405	745	1715.7759446695331	<-- 43.421%
among	22390	414	1714.6272439701338	<-- 24.145%
woman	22376	1299	1713.555123317361	
read	22370	2834	1713.0956430376013	
third	22316	401	1708.9603205197636	<-- 23.465%
pay	22232	2108	1702.527596603127	
management	22215	62	1701.2257358104744	<-- 3.644%
matter	22202	1615	1700.2301952043283	
non	22198	158	1699.923875017822	<-- 9.295%
action	22163	207	1697.24357338589	<-- 12.196%
provide	22154	165	1696.5543529662502	<-- 9.726%
wanted	22141	10555	1695.5588123601042	
taking	22105	1269	1692.8019306815456	
study	22092	2238	1691.8063900753996	
cost	22058	859	1689.2026684900943	
seemed	22052	2535	1688.7431882103347	
uk	22044	14	1688.1305478373215	<-- 0.829%
result	21947	312	1680.702283314539	<-- 18.564%
special	21940	478	1680.1662229881526	<-- 28.45%
front	21938	1123	1680.0130628948993	
gave	21918	3412	1678.481461962367	
play	21912	3294	1678.021981682607	
land	21804	392	1669.7513366469316	<-- 23.477%
certain	21796	999	1669.1386962739186	
became	21750	1138	1665.6160141290939	
particularly	21683	175	1660.4851510051099	<-- 10.539%
sense	21660	729	1658.7238099326976	<-- 43.949%
difficult	21626	2053	1656.1200883473923	
cannot	21460	942	1643.4078006073726	
close	21445	1102	1642.2590999079732	
20	21424	288	1640.650918928814	<-- 17.554%
outside	21203	1262	1623.72672862433	
experience	21199	653	1623.4204084378234	<-- 40.224%
evidence	21182	232	1622.1185476451708	<-- 14.302%
idea	21136	3320	1618.595865500346	
meeting	21118	2157	1617.2174246610668	
range	21101	73	1615.9155638684142	<-- 4.518%
mrs	21000	143	1608.1809791591252	<-- 8.892%
turn	20985	1353	1607.0322784597256	
try	20965	4000	1605.5006775271931	
east	20917	127	1601.8248352891153	<-- 7.928%
moment	20856	1049	1597.1534524448912	
training	20818	134	1594.2434106730793	<-- 8.405%
european	20783	152	1591.5631090411475	<-- 9.55%
seems	20772	2976	1590.7207285282545	
trade	20755	123	1589.418867735602	<-- 7.739%
twenty	20597	332	1577.3192203685953	<-- 21.048%
ten	20591	1120	1576.8597400888355	
church	20575	487	1575.6344593428094	<-- 30.908%
believe	20535	4017	1572.5712574777444	
death	20334	1088	1557.178668105793	
morning	20229	3242	1549.1377632099973	
thus	20224	101	1548.7548629768642	<-- 6.521%
common	20214	518	1547.989062510598	<-- 33.463%
history	20134	490	1541.8626587804679	<-- 31.78%
air	20124	806	1541.0968583142017	
single	20119	569	1540.7139580810685	<-- 36.931%
industry	20105	105	1539.6418374282957	<-- 6.82%
low	20104	370	1539.565257381669	<-- 24.033%
amp	20043	4	1534.893874537445	<-- 0.261%
late	20031	3696	1533.9749139779256	
table	20030	1341	1533.8983339312988	
12	20006	98	1532.0604128122598	<-- 6.397%
needs	19953	3637	1528.0016703410488	
sometimes	19940	1263	1527.0061297349025	
else	19932	3100	1526.3934893618896	
rate	19883	179	1522.641067077185	<-- 11.756%
leave	19877	5594	1522.181586797425	
soon	19824	3959	1518.1228443262141	
move	19778	1092	1514.6001621813894	
word	19750	1242	1512.4559208758437	
getting	19712	2756	1509.545879104032	
human	19691	562	1507.937698124873	<-- 37.269%
coming	19684	2342	1507.4016377984865	
involved	19676	423	1506.7889974254736	<-- 28.073%
central	19653	83	1505.0276563530613	<-- 5.515%
united	19622	486	1502.6536749076358	<-- 32.343%
brought	19621	882	1502.5770948610093	
wasn	19608	11591	1501.581554254863	
30	19574	2436	1498.9778326695578	
shall	19513	509	1494.3064498253336	<-- 34.063%
conditions	19511	161	1494.1532897320806	<-- 10.775%
team	19508	1298	1493.9235495922005	
committee	19471	159	1491.0900878670154	<-- 10.663%
units	19429	14	1487.8737259086972	<-- 0.941%
street	19427	1178	1487.720565815444	
section	19426	74	1487.6439857688174	<-- 4.974%
groups	19414	77	1486.7250252092979	<-- 5.179%
building	19408	704	1486.265544929538	<-- 47.367%
ago	19376	2007	1483.814983437486	
yesterday	19355	4095	1482.206802458327	
whose	19335	466	1480.6752015257944	<-- 31.472%
term	19272	150	1475.8506585883172	<-- 10.164%
language	19229	1517	1472.5577165833722	
call	19212	3310	1471.2558557907196	
eight	19194	369	1469.8774149514404	<-- 25.104%
added	19193	137	1469.8008349048137	<-- 9.321%
price	19095	564	1462.2959903354044	<-- 38.569%
programme	19082	8	1461.3004497292584	<-- 0.547%
changes	19073	292	1460.6112293096187	<-- 19.992%
food	19028	2348	1457.1651272114207	
individual	18988	95	1454.1019253463555	<-- 6.533%
self	18982	366	1453.6424450665959	<-- 25.178%
heard	18977	3553	1453.2595448334628	
seven	18954	441	1451.4982037610503	<-- 30.382%
lost	18921	2833	1448.9710622223718	
usually	18847	2032	1443.3041387720014	
hundred	18803	570	1439.9346167204299	<-- 39.585%
type	18687	364	1431.0513313117415	<-- 25.436%
near	18656	1044	1428.677349866316	
ask	18640	4884	1427.4520691202902	
member	18615	243	1425.5375679546244	<-- 17.046%
cut	18590	1047	1423.6230667889588	
15	18583	114	1423.0870064625724	<-- 8.011%
hours	18523	1952	1418.492203664975	
gone	18478	2216	1415.0461015667768	
sir	18463	173	1413.8974008673774	<-- 12.236%
remember	18456	2575	1413.361340540991	
value	18416	198	1410.298138675926	<-- 14.04%
indeed	18412	128	1409.9918184894195	<-- 9.078%
decision	18352	859	1405.3970156918222	
authority	18314	126	1402.4869739200103	<-- 8.984%
similar	18307	235	1401.950913593624	<-- 16.762%
town	18293	1176	1400.878792940851	
role	18278	120	1399.7300922414518	<-- 8.573%
reason	18242	1680	1396.9732105628934	
europe	18220	313	1395.2884495371077	<-- 22.433%
cases	18171	90	1391.5360272524028	<-- 6.468%
certainly	18107	727	1386.634904268299	
states	18086	491	1385.02672328914	<-- 35.451%
union	18079	143	1384.4906629627535	<-- 10.329%
tax	18006	143	1378.9003195590099	<-- 10.371%
hands	17982	1309	1377.0623984399708	
saying	17942	1046	1373.999196574906	
private	17938	274	1373.6928763883993	<-- 19.946%
nature	17936	262	1373.539716295146	<-- 19.075%
bank	17934	602	1373.3865562018927	<-- 43.833%
necessary	17852	701	1367.1069923785096	
true	17799	1800	1363.0482499072984	
trying	17779	2772	1361.516648974766	
someone	17772	2930	1360.9805886483796	
companies	17772	108	1360.9805886483796	<-- 7.935%
minutes	17771	1409	1360.904008601753	
everything	17758	5367	1359.9084679956068	
president	17703	574	1355.6965654311425	<-- 42.34%
department	17654	156	1351.944143146438	<-- 11.539%
figure	17576	803	1345.9708995095611	
isn	17517	18730	1341.45267675859	
co	17516	37	1341.3760967119636	<-- 2.758%
personal	17494	292	1339.6913356861778	<-- 21.796%
material	17487	107	1339.1552753597914	<-- 7.99%
total	17477	158	1338.3894748935252	<-- 11.805%
french	17421	9151	1334.1009922824342	
patients	17417	82	1333.7946720959278	<-- 6.148%
return	17355	674	1329.046709205077	
especially	17354	175	1328.9701291584504	<-- 13.168%
paper	17321	690	1326.4429876197717	
systems	17297	61	1324.6050665007326	<-- 4.605%
simply	17278	234	1323.150045614827	<-- 17.685%
hope	17216	4685	1318.402082723976	
american	17170	523	1314.8794005791513	<-- 39.776%
doesn	17131	16750	1311.8927787607129	
practice	17056	348	1306.1492752637162	<-- 26.643%
live	17042	4081	1305.0771546109434	
deal	16988	1001	1300.9418320931056	
former	16970	107	1299.5633912538262	<-- 8.234%
provided	16876	104	1292.3648668709236	<-- 8.047%
stage	16851	127	1290.450365705258	<-- 9.842%
increase	16806	135	1287.0042636070598	<-- 10.489%
quality	16794	140	1286.0853030475403	<-- 10.886%
started	16772	2161	1284.4005420217545	
cos	16764	1	1283.7879016487416	<-- 0.078%
wife	16748	1646	1282.5626209027155	
club	16719	348	1280.3417995505436	<-- 27.18%
secretary	16680	158	1277.3551777321052	<-- 12.369%
financial	16665	140	1276.2064770327056	<-- 10.97%
longer	16643	2038	1274.5217160069199	
countries	16636	377	1273.9856556805337	<-- 29.592%
strong	16595	885	1270.845873768842	
issue	16570	214	1268.9313726031762	<-- 16.865%
friend	16539	2322	1266.557391157751	
red	16536	1075	1266.3276510178712	
higher	16526	211	1265.5618505516047	<-- 16.672%
seem	16497	3661	1263.3410291994328	
foreign	16497	408	1263.3410291994328	<-- 32.295%
expected	16494	1348	1263.1112890595527	
makes	16468	1577	1261.1202078472606	
account	16435	284	1258.593066308582	<-- 22.565%
ground	16431	388	1258.2867461220756	<-- 30.836%
month	16412	1565	1256.8317252361696	
final	16404	166	1256.2190848631565	<-- 13.214%
earlier	16381	716	1254.4577437907442	
talk	16378	6081	1254.2280036508644	
11	16331	102	1250.628741459413	<-- 8.156%
required	16301	627	1248.3313400606141	
oxford	16290	16	1247.4889595477214	<-- 1.283%
1990	16289	17	1247.4123795010946	<-- 1.363%
living	16220	1955	1242.1283562838576	
press	16208	160	1241.209395724338	<-- 12.891%
march	16197	110	1240.3670152114453	<-- 8.868%
king	16164	423	1237.8398736727665	<-- 34.172%
lord	16161	90	1237.6101335328867	<-- 7.272%
couldn	16160	5589	1237.53355348626	
needed	16150	4311	1236.7677530199937	
parents	16071	2476	1230.7179293364904	
include	16044	89	1228.6502680775716	<-- 7.244%
concerned	16035	556	1227.9610476579319	<-- 45.278%
approach	16014	141	1226.352866678773	<-- 11.498%
force	15962	283	1222.3707042541882	<-- 23.152%
herself	15858	3871	1214.4063794050194	
board	15852	180	1213.9468991252595	<-- 14.828%
art	15833	421	1212.4918782393536	<-- 34.722%
production	15820	85	1211.4963376332075	<-- 7.016%
wouldn	15820	7787	1211.4963376332075	
led	15729	206	1204.5275533901847	<-- 17.102%
situation	15726	834	1204.297813250305	
offer	15702	559	1202.4598921312659	<-- 46.488%
recent	15698	133	1202.1535719447593	<-- 11.063%
rest	15685	973	1201.1580313386132	
comes	15680	1043	1200.77513110548	
according	15667	317	1199.7795904993338	<-- 26.422%
paid	15622	1328	1196.3334884011358	
wrong	15621	3573	1196.2569083545093	
field	15612	244	1195.5676879348696	<-- 20.409%
schools	15496	130	1186.684402526181	<-- 10.955%
bed	15389	1814	1178.4903375371323	
due	15375	405	1177.4182168843595	<-- 34.397%
middle	15372	400	1177.1884767444797	<-- 33.979%
